"Breast cancer screening. Female. Average-risk, with less than 15% lifetime risk of breast cancer",,,
3-phase bone scan knee,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
WBC scan and sulfur colloid scan knee,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Pain after total knee arthroplasty. Periprosthetic infection not excluded. Initial imaging evaluation, including image-guided intervention.",3,,13
Radiography knee,Usually appropriate,☢ <0.1 mSv,☢ <0.03 mSv [ped]
Aspiration knee,Usually appropriate,Varies,
Fluoroscopy knee,May be appropriate,☢ <0.1 mSv,
US knee,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
X-ray arthrography knee,Usually not appropriate,☢ <0.1 mSv,
MRI knee without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI knee without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT knee with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
CT knee without and with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
CT knee without IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
3-phase bone scan knee,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
WBC scan and sulfur colloid scan knee,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Pain after total knee arthroplasty. Joint aspiration cultures positive for infection. Additional imaging following radiographs.,4,,11
US knee,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI knee without and with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI knee without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT knee with IV contrast,May be appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
Fluoroscopy knee,Usually not appropriate,☢ <0.1 mSv,
X-ray arthrography knee,Usually not appropriate,☢ <0.1 mSv,
CT knee without and with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
CT knee without IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
3-phase bone scan knee,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
WBC scan and sulfur colloid scan knee,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Pain after total knee arthroplasty. Joint aspiration culture(s) negative or inconclusive. Suspect infection. Additional imaging following radiographs, including image-guided intervention.",5,,14
Aspiration knee,Usually appropriate,Varies,
MRI knee without and with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI knee without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT knee with IV contrast,May be appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
3-phase bone scan knee,May be appropriate,☢☢☢ 1-10 mSv,
3-phase bone scan and WBC scan knee,May be appropriate,☢☢☢☢ 10-30 mSv,
WBC scan and sulfur colloid scan knee,May be appropriate,☢☢☢☢ 10-30 mSv,
WBC scan knee,May be appropriate,☢☢☢☢ 10-30 mSv,
US knee,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Fluoroscopy knee,Usually not appropriate,☢ <0.1 mSv,
X-ray arthrography knee,Usually not appropriate,☢ <0.1 mSv,
CT knee without and with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
CT knee without IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Pain after total knee arthroplasty. Negative studies for infection. Suspect aseptic loosening. Additional imaging following radiographs.,6,,11
CT knee without IV contrast,Usually appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
Fluoroscopy knee,May be appropriate,☢ <0.1 mSv,
3-phase bone scan knee,May be appropriate,☢☢☢ 1-10 mSv,
US knee,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
X-ray arthrography knee,Usually not appropriate,☢ <0.1 mSv,
MRI knee without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI knee without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT knee with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
CT knee without and with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
WBC scan and sulfur colloid scan knee,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Pain after total knee arthroplasty. Negative studies for infection. Suspect granulomas/osteolysis. Additional imaging following radiographs.,7,,11
CT knee without IV contrast,Usually appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
Fluoroscopy knee,May be appropriate,☢ <0.1 mSv,
MRI knee without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
US knee,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
X-ray arthrography knee,Usually not appropriate,☢ <0.1 mSv,
MRI knee without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT knee with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
CT knee without and with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
3-phase bone scan knee,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
WBC scan and sulfur colloid scan knee,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Pain after total knee arthroplasty. Clinical concern for instability.,8,,12
Fluoroscopy knee,Usually appropriate,☢ <0.1 mSv,
Radiography knee,Usually appropriate,☢ <0.1 mSv,☢ <0.03 mSv [ped]
MRI knee without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT knee without IV contrast,May be appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
US knee,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
X-ray arthrography knee,Usually not appropriate,☢ <0.1 mSv,
MRI knee without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT knee with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
CT knee without and with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
3-phase bone scan knee,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
WBC scan and sulfur colloid scan knee,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Pain after total knee arthroplasty. Suspect periprosthetic fracture.,9,,12
Radiography knee,Usually appropriate,☢ <0.1 mSv,☢ <0.03 mSv [ped]
CT knee without IV contrast,Usually appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
MRI knee without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
3-phase bone scan knee,May be appropriate,☢☢☢ 1-10 mSv,
US knee,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Fluoroscopy knee,Usually not appropriate,☢ <0.1 mSv,
X-ray arthrography knee,Usually not appropriate,☢ <0.1 mSv,
MRI knee without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT knee with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
CT knee without and with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
WBC scan and sulfur colloid scan knee,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Status post total knee arthroplasty. Suspect complications related to the patella or the patellar liner (subluxation, dislocation, fracture, component loosening or wear, impingement, and osteonecrosis).",10,,12
Radiography knee,Usually appropriate,☢ <0.1 mSv,☢ <0.03 mSv [ped]
MRI knee without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT knee without IV contrast,May be appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
US knee,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Fluoroscopy knee,Usually not appropriate,☢ <0.1 mSv,
X-ray arthrography knee,Usually not appropriate,☢ <0.1 mSv,
MRI knee without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT knee with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
CT knee without and with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
3-phase bone scan knee,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
WBC scan and sulfur colloid scan knee,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Pain after total knee arthroplasty. Measuring component rotation.,11,,12
CT knee without IV contrast,Usually appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
Radiography knee,May be appropriate,☢ <0.1 mSv,☢ <0.03 mSv [ped]
MRI knee without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
US knee,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Fluoroscopy knee,Usually not appropriate,☢ <0.1 mSv,
X-ray arthrography knee,Usually not appropriate,☢ <0.1 mSv,
MRI knee without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT knee with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
CT knee without and with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
3-phase bone scan knee,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
WBC scan and sulfur colloid scan knee,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Pain after total knee arthroplasty. Suspect periprosthetic soft-tissue abnormality unrelated to infection, including quadriceps or patellar tendinopathy (quadriceps or patellar tendon tears, postoperative arthrofibrosis, patellar clunk syndrome, or impingement of nerves or other soft tissues).",12,,12
US knee,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI knee without IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
Radiography knee,May be appropriate,☢ <0.1 mSv,☢ <0.03 mSv [ped]
Fluoroscopy knee,Usually not appropriate,☢ <0.1 mSv,
X-ray arthrography knee,Usually not appropriate,☢ <0.1 mSv,
MRI knee without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT knee with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
CT knee without and with IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
CT knee without IV contrast,Usually not appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
3-phase bone scan knee,Usually not appropriate,☢☢☢ 1-10 mSv,
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
WBC scan and sulfur colloid scan knee,Usually not appropriate,☢☢☢☢ 10-30 mSv,
New symptomatic compression fracture identified on radiographs or CT. No known malignancy.,14,,
MRI spine area of interest without IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT spine area of interest without IV contrast,Usually appropriate,Varies,Varies
Medical management,Usually appropriate,,
Bone scan whole body,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
SPECT or SPECT/CT spine area of interest,May be appropriate,☢☢☢☢ 10-30 mSv,
Percutaneous vertebral augmentation,May be appropriate,,
Surgical consultation,May be appropriate,,
MRI spine area of interest with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI spine area of interest without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
FDG-PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
CT spine area of interest with IV contrast,Usually not appropriate,Varies,Varies
CT spine area of interest without and with IV contrast,Usually not appropriate,Varies,Varies
Percutaneous thermal ablation,Usually not appropriate,,
Radiation oncology consultation,Usually not appropriate,,
"Osteoporotic compression fracture, with or without edema on MRI and no “red flags”. With or without spinal deformity, worsening symptoms, or pulmonary dysfunction.",2,,5
Medical management,Usually appropriate,,
Percutaneous vertebral augmentation,Usually appropriate,,
Percutaneous thermal ablation,Usually not appropriate,,
Radiation oncology consultation,Usually not appropriate,,
Surgical consultation,Usually not appropriate,,
"Painful osteoporotic compression fracture with edema on MRI. Contraindication to vertebral augmentation or surgery (eg, fitness, pregnancy, infection, coagulation disorder, etc.).",3,,3
Medical management,Usually appropriate,,
Surgical consultation,May be appropriate,,
Radiation oncology consultation,Usually not appropriate,,
Known malignancy and new back pain. Compression fracture identified on radiographs or CT.,4,,7
Image-guided biopsy spine area of interest,Usually appropriate,Varies,Varies
MRI spine area of interest without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI spine area of interest with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI spine area of interest without IV contrast,May be appropriate (Disagreement),O 0 mSv,O 0 mSv [ped]
Bone scan whole body,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
FDG-PET/CT skull base to mid-thigh,May be appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
SPECT or SPECT/CT spine area of interest,May be appropriate,☢☢☢☢ 10-30 mSv,
Asymptomatic pathologic spinal fracture with or without edema on MRI.,5,,5
Medical management,Usually appropriate,,
Radiation oncology consultation,Usually appropriate,,
Percutaneous thermal ablation,May be appropriate,,
Percutaneous vertebral augmentation,May be appropriate,,
Surgical consultation,May be appropriate (Disagreement),,
Pathologic spinal fracture with severe and worsening pain.,6,,6
Percutaneous thermal ablation,Usually appropriate,,
Percutaneous vertebral augmentation,Usually appropriate,,
Radiation oncology consultation,Usually appropriate,,
Surgical consultation,Usually appropriate,,
Medical management,May be appropriate,,
Systemic radionuclide therapy,May be appropriate,,
Pathologic spinal fracture with spinal deformity or pulmonary dysfunction.,7,,5
Percutaneous vertebral augmentation,Usually appropriate,,
Radiation oncology consultation,Usually appropriate,,
Surgical consultation,Usually appropriate,,
Medical management,May be appropriate,,
Percutaneous thermal ablation,May be appropriate,,
Pathologic spinal fracture with neurologic deficits.,8,,3
Radiation oncology consultation,Usually appropriate,,
Surgical consultation,Usually appropriate,,
Medical management,May be appropriate,,
Adult or Child. Clinically suspected osteonecrosis. First study.,7,,
Radiography pelvis and hips,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
MRI hips without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI hips without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Bone scan with SPECT or SPECT/CT hips,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT hips with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT hips without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT hips without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Adult. Clinically suspected osteonecrosis. Normal radiographs or radiographs that show femoral head lucencies suspicious for osteonecrosis.,2,,6
MRI hips without IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI hips without and with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
Bone scan with SPECT or SPECT/CT hips,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT hips without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT hips with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT hips without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Child. Clinically suspected osteonecrosis. Normal radiographs or radiographs suspicious for osteonecrosis.,3,,6
MRI hips without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI hips without IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
Bone scan with SPECT or SPECT/CT hips,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT hips with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT hips without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT hips without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Adult. Osteonecrosis with femoral head collapse by radiographs in the painful hip(s). Surgery contemplated.,4,,6
MRI hips without IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT hips without IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
MRI hips without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Bone scan with SPECT or SPECT/CT hips,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT hips with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT hips without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Child. Osteonecrosis with femoral head collapse by radiographs in the painful hip(s). Surgery contemplated.,5,,6
MRI hips without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI hips without IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT hips without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Bone scan with SPECT or SPECT/CT hips,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT hips with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT hips without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Adult or child. Osteonecrosis clinically suspected. Radiographs normal or abnormal but MRI contraindicated. Further evaluation is needed.,6,,4
Bone scan with SPECT or SPECT/CT hips,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT hips without IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT hips with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT hips without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Asymptomatic BMD screening or individuals with established or clinically suspected low BMD.,9,,
DXA lumbar spine and hip(s),Usually appropriate,☢ <0.1 mSv,
DXA distal forearm,May be appropriate,☢ <0.1 mSv,
TBS lumbar spine,May be appropriate,☢ <0.1 mSv,
QCT lumbar spine and hip,May be appropriate,☢☢☢ 1-10 mSv,
QUS calcaneus,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
SXA distal forearm,Usually not appropriate,☢ <0.1 mSv,
Radiography appendicular skeleton,Usually not appropriate,☢☢ 0.1-1mSv,
Radiography axial skeleton,Usually not appropriate,Varies,
pQCT distal forearm,Usually not appropriate,☢ <0.1 mSv,
In patients with T-scores less than −1.0 and one or more of the following: a. Women age ≥70 years or men age ≥80 years b. Historical height loss >4 cm (>1.5 inches) c. Self-reported but undocumented prior vertebral fracture d. Glucocorticoid therapy equivalent to ≥5 mg of prednisone or equivalent per day for ≥3 months,2,,1
DXA VFA,Usually appropriate,☢ <0.1 mSv,
Follow-up. Patients demonstrated to have risk for fracture or low density.,3,,7
DXA lumbar spine and hip(s),Usually appropriate,☢ <0.1 mSv,
QCT lumbar spine and hip,Usually appropriate,☢☢☢ 1-10 mSv,
DXA VFA,May be appropriate,☢ <0.1 mSv,
QUS calcaneus,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
SXA distal forearm,Usually not appropriate,☢ <0.1 mSv,
TBS lumbar spine,Usually not appropriate,☢ <0.1 mSv,
pQCT distal forearm,Usually not appropriate,☢ <0.1 mSv,
Identify low BMD. Premenopausal females with risk factors. Males 20-50 years old with risk factors.,4,,6
DXA distal forearm,Usually appropriate,☢ <0.1 mSv,
DXA lumbar spine and hip(s),Usually appropriate,☢ <0.1 mSv,
QUS calcaneus,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
SXA distal forearm,Usually not appropriate,☢ <0.1 mSv,
pQCT distal forearm,Usually not appropriate,☢ <0.1 mSv,
QCT lumbar spine and hip,Usually not appropriate,☢☢☢ 1-10 mSv,
Follow-up to low BMD. Premenopausal females with risk factors. Males 20–50 years of age with risk factors.,5,,6
DXA distal forearm,Usually appropriate,☢ <0.1 mSv,
DXA lumbar spine and hip(s),Usually appropriate,☢ <0.1 mSv,
QUS calcaneus,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
SXA distal forearm,Usually not appropriate,☢ <0.1 mSv,
pQCT distal forearm,Usually not appropriate,☢ <0.1 mSv,
QCT lumbar spine and hip,Usually not appropriate,☢☢☢ 1-10 mSv,
Diagnosis. Males and females >50 years of age with advanced degenerative changes of the spine with or without scoliosis.,6,,3
DXA distal forearm,Usually appropriate,☢ <0.1 mSv,
DXA lumbar spine and hip(s),Usually appropriate,☢ <0.1 mSv,
QCT lumbar spine and hip(s),Usually appropriate,☢☢☢ 1-10 mSv,
Suspected fracture (nonscreening) of a vertebral body based on acute or subacute symptomatology in a patient with suspected osteoporosis or a patient treated with corticosteroids (>3 months). First examination.,7,,7
Radiography spine area of interest,Usually appropriate,Varies,Varies
CT spine area of interest without IV contrast,May be appropriate (Disagreement),Varies,Varies
DXA VFA,Usually not appropriate,☢ <0.1 mSv,
MRI spine area of interest without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI spine area of interest without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT spine area of interest with IV contrast,Usually not appropriate,Varies,Varies
CT spine area of interest without and with IV contrast,Usually not appropriate,Varies,Varies
Suspected fracture (nonscreening) of a vertebral body based on acute or subacute symptomatology in a patient with suspected osteoporosis or a patient treated with corticosteroids (>3 months). Initial radiograph is negative.,8,,6
MRI lumbar spine without IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT lumbar spine without IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
DXA VFA,Usually not appropriate,☢ <0.1 mSv,
MRI lumbar spine without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT lumbar spine with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT lumbar spine without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢ 3-10 mSv [ped]
Patients on long-term treatment (3–5 years) of bisphosphonates with thigh or groin pain. First examination.,9,,9
Radiography femur,Usually appropriate,☢ <0.1 mSv,☢☢ 0.03-0.3 mSv [ped]
US thigh bilateral,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
DXA extended femur scan,Usually not appropriate,☢ <0.1 mSv,
MRI thigh without and with IV contrast bilateral,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI thigh without IV contrast bilateral,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT thigh with IV contrast bilateral,Usually not appropriate,☢☢ 0.1-1mSv,
CT thigh without IV contrast bilateral,Usually not appropriate,☢☢ 0.1-1mSv,
Bone scan whole body,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT thigh without and with IV contrast bilateral,Usually not appropriate,☢☢☢ 1-10 mSv,
Patients on long-term treatment (3–5 years) of bisphosphonates with thigh or groin pain and negative radiographs.,10,,8
MRI thigh without IV contrast bilateral,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT thigh without IV contrast bilateral,Usually appropriate,☢☢ 0.1-1mSv,
Bone scan whole body,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
US thigh bilateral,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
DXA extended femur scan,Usually not appropriate,☢ <0.1 mSv,
MRI thigh without and with IV contrast bilateral,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT thigh with IV contrast bilateral,Usually not appropriate,☢☢ 0.1-1mSv,
CT thigh without and with IV contrast bilateral,Usually not appropriate,☢☢☢ 1-10 mSv,
Suspect primary bone tumor. Initial imaging.,9,,
Radiography area of interest,Usually appropriate,Varies,Varies
US area of interest,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI area of interest without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI area of interest without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Bone scan whole body,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
CT area of interest with IV contrast,Usually not appropriate,Varies,Varies
CT area of interest without and with IV contrast,Usually not appropriate,Varies,Varies
CT area of interest without IV contrast,Usually not appropriate,Varies,Varies
Suspect primary bone tumor. Radiographs negative or do not explain symptoms. Next imaging study.,2,,8
MRI area of interest without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI area of interest without IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT area of interest without and with IV contrast,May be appropriate,Varies,Varies
CT area of interest without IV contrast,May be appropriate,Varies,Varies
US area of interest,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Bone scan whole body,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
CT area of interest with IV contrast,Usually not appropriate,Varies,Varies
Suspect primary bone tumor. Benign radiographic features. Not osteoid osteoma. Next imaging study.,3,,8
MRI area of interest without and with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI area of interest without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT area of interest without IV contrast,May be appropriate,Varies,Varies
US area of interest,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Bone scan whole body,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
FDG-PET/CT whole body,Usually not appropriate,☢☢☢☢ 10-30 mSv,
CT area of interest with IV contrast,Usually not appropriate,Varies,Varies
CT area of interest without and with IV contrast,Usually not appropriate,Varies,Varies
Suspect primary bone tumor. Radiographs or clinical presentation suggest osteoid osteoma. Next imaging study.,4,,9
CT area of interest without IV contrast,Usually appropriate,Varies,Varies
MRI area of interest without and with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI area of interest without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
Bone scan whole body with SPECT or SPECT/CT area of interest,May be appropriate,☢☢☢ 1-10 mSv,
